"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","run","step"
12,6,1,2,"true","false",1024,1,1.72027984763759e-10,1,1
18,6,1,2,"true","false",1024,2,2.02762558589677e-10,1,1
6,6,1,4,"true","true",1024,2,1.18398283203908e-10,1,1
18,6,1,2,"true","false",1024,64,3.03842331556721e-10,1,1
12,6,1,2,"true","false",1024,32,1.69418295083396e-10,1,1
18,6,1,2,"true","true",1024,1,2.05172384225424e-10,1,1
24,6,1,4,"true","false",1024,256,8.67974314181006e-10,1,1
18,6,1,4,"true","false",1024,128,4.89538583425146e-10,1,1
12,6,1,2,"true","false",1024,16,1.51342430706259e-10,1,1
18,6,1,2,"true","true",1024,1024,4.25564361559655e-09,1,1
18,6,1,4,"true","false",1024,8,1.97656212879105e-10,1,1
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,1,1
24,6,1,2,"true","false",1024,128,4.11134945783675e-10,1,1
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,1,1
12,6,1,4,"true","false",1024,1024,4.27564709386384e-09,1,1
18,6,1,2,"true","true",1024,128,4.89391199903665e-10,1,1
6,6,1,4,"true","false",1024,1024,3.75090570180612e-09,1,1
12,6,1,2,"true","true",1024,256,9.73202490562263e-10,1,1
18,6,1,4,"true","false",1024,16,1.99843137498764e-10,1,1
12,6,1,4,"true","true",1024,4,1.44872092405152e-10,1,1
18,6,1,2,"true","false",1024,32,2.01888487367158e-10,1,1
6,6,1,4,"true","true",1024,1,1.29667282018423e-10,1,1
24,6,1,4,"true","false",1024,32,1.96796603880065e-10,1,1
12,6,1,4,"true","false",1024,16,1.47185555740561e-10,1,1
6,6,1,2,"true","true",1024,512,1.7854476867972e-09,1,1
18,6,1,2,"true","false",1024,1024,4.25618148719193e-09,1,1
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,1,1
24,6,1,2,"true","false",1024,64,2.57586996265345e-10,1,1
12,6,1,4,"true","true",1024,16,1.49068391521557e-10,1,1
24,6,1,4,"true","false",1024,16,1.78371579121577e-10,1,1
24,6,1,2,"true","false",1024,8,1.78857911487235e-10,1,2
12,6,1,2,"true","true",1024,8,1.49194607615408e-10,1,2
24,6,1,2,"true","true",1024,8,1.77595009577156e-10,1,2
12,6,1,4,"true","true",1024,8,1.46321716607771e-10,1,2
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,1,2
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,1,3
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,1,3
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,1,3
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,1,3
12,6,1,4,"true","true",1024,32,1.64565242025264e-10,2,1
12,6,1,4,"true","false",1024,1,1.65468945727278e-10,2,1
12,6,1,2,"true","false",1024,4,1.47764281062067e-10,2,1
18,6,1,2,"true","true",1024,128,4.89391199903665e-10,2,1
24,6,1,2,"true","true",1024,32,1.96296495556333e-10,2,1
24,6,1,4,"true","false",1024,4,1.82626392669449e-10,2,1
6,6,1,4,"true","true",1024,2,1.18398283203908e-10,2,1
24,6,1,4,"true","true",1024,512,1.73730731199811e-09,2,1
6,6,1,4,"true","true",1024,16,1.22014273387987e-10,2,1
18,6,1,2,"true","true",1024,1,2.05172384225424e-10,2,1
24,6,1,4,"true","false",1024,64,2.55515132795485e-10,2,1
6,6,1,4,"true","false",1024,64,2.33681280815557e-10,2,1
12,6,1,2,"true","false",1024,256,9.73304036934528e-10,2,1
24,6,1,4,"true","false",1024,256,8.67974314181006e-10,2,1
12,6,1,2,"true","true",1024,128,4.54825859020426e-10,2,1
24,6,1,2,"true","false",1024,1,1.9110560617478e-10,2,1
6,6,1,2,"true","false",1024,1024,3.75914431023625e-09,2,1
12,6,1,2,"true","false",1024,1,1.72027984763759e-10,2,1
6,6,1,2,"true","false",1024,128,4.33511607264778e-10,2,1
6,6,1,2,"true","false",1024,2,1.20524986739671e-10,2,1
18,6,1,4,"true","false",1024,4,1.96012266685612e-10,2,1
24,6,1,2,"true","false",1024,4,1.84358051485813e-10,2,1
12,6,1,4,"true","true",1024,4,1.44872092405152e-10,2,1
18,6,1,4,"true","true",1024,512,1.94626449043265e-09,2,1
24,6,1,2,"true","true",1024,512,1.72911064791155e-09,2,1
6,6,1,2,"true","false",1024,32,1.30214124849928e-10,2,1
12,6,1,4,"true","false",1024,2,1.56195595755883e-10,2,1
12,6,1,2,"true","true",1024,512,1.93902912955359e-09,2,1
12,6,1,2,"true","true",1024,2,1.57978088075263e-10,2,1
12,6,1,2,"true","false",1024,8,1.4752920068034e-10,2,1
24,6,1,2,"true","true",1024,8,1.77595009577156e-10,2,2
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,2,2
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,2,2
12,6,1,4,"true","false",1024,8,1.47696848296835e-10,2,2
12,6,1,4,"true","true",1024,8,1.46321716607771e-10,2,2
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,2,3
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,2,3
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,2,3
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,2,3
12,6,1,2,"true","true",1024,128,4.54825859020426e-10,3,1
12,6,1,4,"true","false",1024,8,1.47696848296835e-10,3,1
18,6,1,2,"true","false",1024,512,1.94636307397828e-09,3,1
24,6,1,2,"true","true",1024,1,1.9105824995861e-10,3,1
12,6,1,4,"true","false",1024,256,9.65418981809165e-10,3,1
24,6,1,2,"true","false",1024,512,1.72658719914981e-09,3,1
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,3,1
18,6,1,2,"true","false",1024,1,2.06513104887015e-10,3,1
12,6,1,4,"true","true",1024,16,1.49068391521557e-10,3,1
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,3,1
6,6,1,4,"true","true",1024,256,8.92110112760423e-10,3,1
18,6,1,2,"true","true",1024,2,2.05742162059416e-10,3,1
6,6,1,2,"true","true",1024,64,2.35747097259899e-10,3,1
24,6,1,4,"true","true",1024,32,1.94330301642902e-10,3,1
24,6,1,2,"true","false",1024,32,1.9836128856442e-10,3,1
18,6,1,4,"true","true",1024,8,2.00335082779587e-10,3,1
24,6,1,4,"true","false",1024,32,1.96796603880065e-10,3,1
18,6,1,4,"true","false",1024,4,1.96012266685612e-10,3,1
18,6,1,2,"true","true",1024,1024,4.25564361559655e-09,3,1
18,6,1,2,"true","true",1024,16,1.9947466571432e-10,3,1
24,6,1,4,"true","true",1024,4,1.8438493133474e-10,3,1
18,6,1,4,"true","true",1024,256,9.80301247250735e-10,3,1
24,6,1,2,"true","true",1024,256,8.62757924340227e-10,3,1
18,6,1,4,"true","true",1024,1024,4.25426368507964e-09,3,1
24,6,1,4,"true","true",1024,256,8.67949715300379e-10,3,1
12,6,1,2,"true","false",1024,256,9.73304036934528e-10,3,1
6,6,1,2,"true","true",1024,512,1.7854476867972e-09,3,1
12,6,1,4,"true","true",1024,1,1.64708638170676e-10,3,1
12,6,1,4,"true","true",1024,128,4.53186749041035e-10,3,1
12,6,1,2,"true","false",1024,512,1.9356312458235e-09,3,1
24,6,1,2,"true","true",1024,8,1.77595009577156e-10,3,2
18,6,1,4,"true","false",1024,8,1.97656212879105e-10,3,2
12,6,1,2,"true","false",1024,8,1.4752920068034e-10,3,2
12,6,1,4,"true","true",1024,8,1.46321716607771e-10,3,2
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,3,2
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,3,3
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,3,3
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,3,3
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,3,3
24,6,1,2,"true","true",1024,128,4.12411937827371e-10,4,1
24,6,1,4,"true","false",1024,32,1.96796603880065e-10,4,1
12,6,1,4,"true","true",1024,2,1.52337055891565e-10,4,1
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,4,1
24,6,1,4,"true","false",1024,256,8.67974314181006e-10,4,1
6,6,1,4,"true","false",1024,256,8.92195310910122e-10,4,1
12,6,1,4,"true","true",1024,1024,4.27170119094575e-09,4,1
12,6,1,2,"true","true",1024,1024,4.26386725597757e-09,4,1
24,6,1,2,"true","true",1024,16,1.7915727406347e-10,4,1
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,4,1
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,4,1
24,6,1,2,"true","true",1024,32,1.96296495556333e-10,4,1
24,6,1,4,"true","false",1024,4,1.82626392669449e-10,4,1
18,6,1,2,"true","true",1024,32,2.04312758296843e-10,4,1
12,6,1,2,"true","false",1024,1024,4.2704069609051e-09,4,1
12,6,1,4,"true","false",1024,256,9.65418981809165e-10,4,1
24,6,1,4,"true","true",1024,4,1.8438493133474e-10,4,1
12,6,1,2,"true","false",1024,32,1.69418295083396e-10,4,1
12,6,1,2,"true","false",1024,2,1.54349016056111e-10,4,1
12,6,1,2,"true","false",1024,128,4.55317431636846e-10,4,1
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,4,1
18,6,1,2,"true","false",1024,4,1.9579992664427e-10,4,1
12,6,1,4,"true","false",1024,8,1.47696848296835e-10,4,1
18,6,1,4,"true","false",1024,8,1.97656212879105e-10,4,1
18,6,1,4,"true","false",1024,64,3.0430158729775e-10,4,1
18,6,1,4,"true","false",1024,256,9.79368446856352e-10,4,1
12,6,1,4,"true","false",1024,4,1.44797891103858e-10,4,1
18,6,1,4,"true","false",1024,512,1.94702538961328e-09,4,1
18,6,1,2,"true","true",1024,64,3.06376040215022e-10,4,1
18,6,1,4,"true","true",1024,512,1.94626449043265e-09,4,1
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,4,3
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,4,3
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,4,3
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,4,3
24,6,1,2,"true","false",1024,256,8.65989722852167e-10,5,1
18,6,1,2,"true","true",1024,32,2.04312758296843e-10,5,1
24,6,1,4,"true","true",1024,2,1.93357602072895e-10,5,1
6,6,1,4,"true","true",1024,1024,3.74583349518373e-09,5,1
24,6,1,4,"true","false",1024,4,1.82626392669449e-10,5,1
6,6,1,4,"true","false",1024,16,1.22460968799545e-10,5,1
6,6,1,2,"true","false",1024,32,1.30214124849928e-10,5,1
18,6,1,4,"true","true",1024,4,1.96653521112483e-10,5,1
12,6,1,4,"true","false",1024,4,1.44797891103858e-10,5,1
24,6,1,4,"true","true",1024,4,1.8438493133474e-10,5,1
12,6,1,4,"true","true",1024,8,1.46321716607771e-10,5,1
12,6,1,2,"true","true",1024,4,1.46309076433785e-10,5,1
6,6,1,4,"true","true",1024,1,1.29667282018423e-10,5,1
12,6,1,4,"true","true",1024,16,1.49068391521557e-10,5,1
24,6,1,4,"true","true",1024,64,2.56782613592105e-10,5,1
6,6,1,2,"true","true",1024,1,1.25629960742448e-10,5,1
12,6,1,2,"true","true",1024,2,1.57978088075263e-10,5,1
24,6,1,2,"true","false",1024,2,1.94650407639682e-10,5,1
18,6,1,4,"true","true",1024,8,2.00335082779587e-10,5,1
18,6,1,4,"true","true",1024,512,1.94626449043265e-09,5,1
24,6,1,2,"true","false",1024,1,1.9110560617478e-10,5,1
6,6,1,4,"true","true",1024,64,2.34252881569392e-10,5,1
24,6,1,2,"true","true",1024,1,1.9105824995861e-10,5,1
18,6,1,2,"true","false",1024,32,2.01888487367158e-10,5,1
12,6,1,4,"true","false",1024,2,1.56195595755883e-10,5,1
12,6,1,2,"true","false",1024,32,1.69418295083396e-10,5,1
6,6,1,2,"true","false",1024,1,1.28669181117226e-10,5,1
24,6,1,2,"true","false",1024,4,1.84358051485813e-10,5,1
12,6,1,4,"true","true",1024,1024,4.27170119094575e-09,5,1
12,6,1,4,"true","true",1024,4,1.44872092405152e-10,5,1
6,6,1,2,"true","false",1024,4,1.18746991977228e-10,5,3
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,5,3
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,5,3
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,5,3
12,4,1,4,"true","true",1024,128,4.98194627472354e-10,6,1
8,4,1,4,"true","false",1024,256,9.18550295631007e-10,6,1
12,4,1,2,"true","true",1024,32,2.16681087387789e-10,6,1
8,4,1,4,"true","false",1024,128,4.53599069190995e-10,6,1
16,4,1,4,"true","false",1024,512,1.64600066836993e-09,6,1
12,4,1,4,"true","false",1024,32,2.16485443001307e-10,6,1
4,4,1,2,"true","false",1024,256,8.75347441058392e-10,6,1
8,4,1,2,"true","true",1024,8,1.6703540085739e-10,6,1
12,4,1,2,"true","true",1024,512,1.86228939714642e-09,6,1
16,4,1,4,"true","false",1024,256,8.08534458312109e-10,6,1
16,4,1,4,"true","false",1024,8,1.95439529795982e-10,6,1
16,4,1,4,"true","false",1024,1,2.14034664338555e-10,6,1
8,4,1,2,"true","true",1024,1024,3.99529150043409e-09,6,1
4,4,1,4,"true","true",1024,16,1.27991660200843e-10,6,1
8,4,1,4,"true","true",1024,256,9.19387256170886e-10,6,1
4,4,1,2,"true","true",1024,1,1.4196145495969e-10,6,1
8,4,1,2,"true","true",1024,512,1.8704735637605e-09,6,1
8,4,1,4,"true","true",1024,16,1.68307706694885e-10,6,1
8,4,1,4,"true","true",1024,512,1.85552851530763e-09,6,1
4,4,1,4,"true","true",1024,128,4.3556451346323e-10,6,1
16,4,1,2,"true","true",1024,64,2.46757644644687e-10,6,1
16,4,1,2,"true","true",1024,8,1.98340260177846e-10,6,1
4,4,1,2,"true","false",1024,32,1.37167749817361e-10,6,1
16,4,1,4,"true","false",1024,1024,3.51138768231318e-09,6,1
8,4,1,2,"true","false",1024,32,1.77415740359532e-10,6,1
12,4,1,2,"true","true",1024,16,2.25580283451424e-10,6,1
12,4,1,2,"true","true",1024,1,2.36708834559132e-10,6,1
16,4,1,2,"true","false",1024,1,2.14388310301496e-10,6,1
12,4,1,4,"true","false",1024,16,2.23616836448735e-10,6,1
4,4,1,2,"true","false",1024,16,1.33191938969492e-10,6,1
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,6,2
12,4,1,2,"true","false",1024,8,2.2260692120697e-10,6,2
8,4,1,4,"true","false",1024,8,1.64345967560485e-10,6,2
8,4,1,2,"true","true",1024,8,1.6703540085739e-10,6,2
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,6,2
4,4,1,2,"true","true",1024,8,1.31407778250902e-10,6,3
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,6,3
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,6,3
4,4,1,2,"true","false",1024,8,1.29741612786399e-10,6,3
4,4,1,4,"true","false",1024,64,2.30302564371278e-10,7,1
4,4,1,4,"true","false",1024,2,1.28981619240584e-10,7,1
12,4,1,4,"true","true",1024,32,2.19352822952444e-10,7,1
12,4,1,2,"true","true",1024,1,2.36708834559132e-10,7,1
4,4,1,2,"true","true",1024,8,1.31407778250902e-10,7,1
12,4,1,4,"true","true",1024,8,2.23480317346044e-10,7,1
16,4,1,4,"true","true",1024,4,1.99000880477294e-10,7,1
8,4,1,2,"true","false",1024,4,1.66157710157338e-10,7,1
8,4,1,2,"true","false",1024,16,1.68383511482709e-10,7,1
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,7,1
4,4,1,2,"true","false",1024,64,2.30147526771239e-10,7,1
16,4,1,4,"true","true",1024,128,4.07406633307805e-10,7,1
8,4,1,2,"true","true",1024,4,1.71405288270287e-10,7,1
8,4,1,2,"true","true",1024,32,1.77515253151421e-10,7,1
12,4,1,4,"true","false",1024,256,9.3289560289508e-10,7,1
4,4,1,2,"true","false",1024,8,1.29741612786399e-10,7,1
12,4,1,4,"true","true",1024,128,4.98194627472354e-10,7,1
12,4,1,2,"true","false",1024,256,9.31091113659478e-10,7,1
16,4,1,4,"true","false",1024,128,4.08823945263764e-10,7,1
8,4,1,4,"true","false",1024,32,1.75418829503161e-10,7,1
4,4,1,2,"true","false",1024,512,1.77947576663573e-09,7,1
8,4,1,4,"true","false",1024,4,1.62948238559842e-10,7,1
4,4,1,2,"true","false",1024,1024,3.60334802398021e-09,7,1
4,4,1,2,"true","true",1024,32,1.36729741637486e-10,7,1
16,4,1,4,"true","false",1024,16,1.96773458039814e-10,7,1
4,4,1,2,"true","true",1024,512,1.77715575946978e-09,7,1
8,4,1,4,"true","false",1024,1,1.8429418930308e-10,7,1
4,4,1,4,"true","true",1024,2,1.26775681322061e-10,7,1
4,4,1,4,"true","false",1024,1024,3.60938178532476e-09,7,1
8,4,1,2,"true","true",1024,512,1.8704735637605e-09,7,1
4,4,1,2,"true","true",1024,8,1.31407778250902e-10,7,2
8,4,1,4,"true","true",1024,8,1.63059097729934e-10,7,2
8,4,1,2,"true","true",1024,8,1.6703540085739e-10,7,2
16,4,1,2,"true","true",1024,8,1.98340260177846e-10,7,2
12,4,1,2,"true","true",1024,8,2.21215727655423e-10,7,2
4,4,1,4,"true","false",1024,8,1.25784000386163e-10,7,3
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,7,3
4,4,1,2,"true","true",1024,8,1.31407778250902e-10,7,3
4,4,1,2,"true","false",1024,8,1.29741612786399e-10,7,3
3,3,1,2,"true","false",1024,32,1.42819696346756e-10,8,1
3,3,1,4,"true","true",1024,256,9.15194922611839e-10,8,1
3,3,1,4,"true","false",1024,256,9.15703143641169e-10,8,1
12,3,1,4,"true","false",1024,128,4.56850773640122e-10,8,1
6,3,1,2,"true","false",1024,8,1.55385040302911e-10,8,1
3,3,1,2,"true","true",1024,32,1.46562164499176e-10,8,1
9,3,1,2,"true","false",1024,8,2.42989480166307e-10,8,1
6,3,1,2,"true","true",1024,256,9.21282163321351e-10,8,1
3,3,1,4,"true","true",1024,512,1.88301655692027e-09,8,1
6,3,1,2,"true","false",1024,32,1.61506328677349e-10,8,1
6,3,1,4,"true","false",1024,16,1.6017610594937e-10,8,1
9,3,1,2,"true","false",1024,32,2.34639012025128e-10,8,1
3,3,1,4,"true","true",1024,1024,3.63424265935105e-09,8,1
12,3,1,2,"true","false",1024,2,2.30759626492103e-10,8,1
3,3,1,4,"true","true",1024,8,1.37668844036886e-10,8,1
3,3,1,2,"true","false",1024,8,1.38077893481354e-10,8,1
6,3,1,2,"true","true",1024,16,1.57551432251015e-10,8,1
6,3,1,2,"true","false",1024,4,1.56904997776166e-10,8,1
12,3,1,2,"true","true",1024,32,2.20662132164683e-10,8,1
12,3,1,2,"true","false",1024,16,2.17927051279028e-10,8,1
6,3,1,4,"true","false",1024,4,1.58421786846984e-10,8,1
12,3,1,2,"true","true",1024,2,2.36252040121104e-10,8,1
9,3,1,4,"true","true",1024,1024,4.06377710524532e-09,8,1
6,3,1,4,"true","true",1024,128,4.82173525143104e-10,8,1
6,3,1,2,"true","true",1024,64,2.63548478713594e-10,8,1
3,3,1,2,"true","false",1024,64,2.50213230927035e-10,8,1
9,3,1,4,"true","true",1024,128,5.48405745459173e-10,8,1
6,3,1,4,"true","false",1024,512,1.87336999750233e-09,8,1
12,3,1,4,"true","false",1024,8,2.11181208932408e-10,8,1
9,3,1,4,"true","true",1024,16,2.45783192991321e-10,8,1
3,3,1,4,"true","false",1024,8,1.42271856557733e-10,8,3
3,3,1,2,"true","false",1024,8,1.38077893481354e-10,8,3
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,8,3
3,3,1,4,"true","true",1024,8,1.37668844036886e-10,8,3
6,3,1,2,"true","true",1024,512,1.89182707897231e-09,9,1
9,3,1,4,"true","true",1024,2,2.52442668717217e-10,9,1
3,3,1,2,"true","true",1024,2,1.39222329183687e-10,9,1
6,3,1,4,"true","true",1024,32,1.64234347027882e-10,9,1
9,3,1,2,"true","true",1024,4,2.42796412979382e-10,9,1
9,3,1,2,"true","true",1024,64,3.31279681683742e-10,9,1
9,3,1,4,"true","true",1024,1,2.54093908006221e-10,9,1
9,3,1,2,"true","false",1024,16,2.45719917595083e-10,9,1
12,3,1,2,"true","true",1024,128,4.52342717549119e-10,9,1
12,3,1,4,"true","false",1024,32,2.19123639127198e-10,9,1
6,3,1,4,"true","true",1024,8,1.55903394143869e-10,9,1
12,3,1,4,"true","false",1024,128,4.56850773640122e-10,9,1
12,3,1,4,"true","true",1024,512,1.77684547700235e-09,9,1
9,3,1,2,"true","true",1024,256,9.80319750258818e-10,9,1
12,3,1,2,"true","false",1024,1024,3.52759614002703e-09,9,1
12,3,1,2,"true","false",1024,32,2.21514862791714e-10,9,1
6,3,1,4,"true","false",1024,16,1.6017610594937e-10,9,1
6,3,1,4,"true","true",1024,1024,3.63896711551911e-09,9,1
6,3,1,2,"true","true",1024,128,4.82427828906659e-10,9,1
9,3,1,4,"true","false",1024,256,9.66821113417834e-10,9,1
6,3,1,2,"true","true",1024,4,1.57596472343103e-10,9,1
6,3,1,2,"true","true",1024,8,1.55095037351769e-10,9,1
3,3,1,2,"true","false",1024,32,1.42819696346756e-10,9,1
6,3,1,2,"true","false",1024,16,1.56188385220027e-10,9,1
12,3,1,4,"true","true",1024,64,2.79400535114494e-10,9,1
6,3,1,4,"true","true",1024,2,1.65532685126969e-10,9,1
12,3,1,4,"true","false",1024,1024,3.54397366844118e-09,9,1
12,3,1,2,"true","true",1024,1024,3.5272848220597e-09,9,1
3,3,1,2,"true","true",1024,32,1.46562164499176e-10,9,1
12,3,1,2,"true","true",1024,16,2.1340666844676e-10,9,1
6,3,1,2,"true","true",1024,8,1.55095037351769e-10,9,2
6,3,1,2,"true","false",1024,8,1.55385040302911e-10,9,2
9,3,1,4,"true","false",1024,8,2.42307428023752e-10,9,2
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,9,2
12,3,1,4,"true","false",1024,8,2.11181208932408e-10,9,2
3,3,1,4,"true","false",1024,8,1.42271856557733e-10,9,3
3,3,1,2,"true","false",1024,8,1.38077893481354e-10,9,3
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,9,3
3,3,1,4,"true","true",1024,8,1.37668844036886e-10,9,3
18,6,1,4,"true","false",1024,16,1.99843137498764e-10,10,1
18,6,1,4,"true","true",1024,128,4.88639095066725e-10,10,1
18,6,1,2,"true","false",1024,128,4.89878636852301e-10,10,1
18,6,1,4,"true","false",1024,128,4.89538583425146e-10,10,1
12,6,1,2,"true","true",1024,1,1.66266800720289e-10,10,1
6,6,1,4,"true","true",1024,512,1.75946340918465e-09,10,1
24,6,1,4,"true","true",1024,1024,3.76199891146495e-09,10,1
18,6,1,4,"true","false",1024,32,2.01720491086732e-10,10,1
6,6,1,2,"true","true",1024,1,1.25629960742448e-10,10,1
6,6,1,2,"true","true",1024,512,1.7854476867972e-09,10,1
18,6,1,4,"true","false",1024,1,2.05702749346096e-10,10,1
12,6,1,2,"true","false",1024,8,1.4752920068034e-10,10,1
24,6,1,2,"true","true",1024,256,8.62757924340227e-10,10,1
12,6,1,2,"true","false",1024,2,1.54349016056111e-10,10,1
18,6,1,2,"true","true",1024,512,1.94849260793913e-09,10,1
12,6,1,4,"true","false",1024,1,1.65468945727278e-10,10,1
6,6,1,4,"true","false",1024,512,1.75800697358052e-09,10,1
24,6,1,4,"true","true",1024,256,8.67949715300379e-10,10,1
12,6,1,4,"true","false",1024,128,4.52615376533561e-10,10,1
24,6,1,4,"true","false",1024,512,1.73705804641885e-09,10,1
24,6,1,4,"true","false",1024,32,1.96796603880065e-10,10,1
12,6,1,2,"true","false",1024,16,1.51342430706259e-10,10,1
18,6,1,2,"true","true",1024,8,1.96980588874906e-10,10,1
6,6,1,2,"true","false",1024,64,2.35916660909475e-10,10,1
12,6,1,4,"true","false",1024,512,1.92886508851395e-09,10,1
18,6,1,2,"true","true",1024,64,3.06376040215022e-10,10,1
18,6,1,4,"true","true",1024,32,2.03257464365548e-10,10,1
24,6,1,4,"true","true",1024,2,1.93357602072895e-10,10,1
12,6,1,2,"true","true",1024,512,1.93902912955359e-09,10,1
24,6,1,2,"true","false",1024,64,2.57586996265345e-10,10,1
12,6,1,2,"true","false",1024,8,1.4752920068034e-10,10,2
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,10,2
12,6,1,2,"true","true",1024,8,1.49194607615408e-10,10,2
24,6,1,4,"true","true",1024,8,1.7607829667075e-10,10,2
24,6,1,2,"true","true",1024,8,1.77595009577156e-10,10,2
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,10,3
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,10,3
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,10,3
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,10,3
12,6,1,2,"true","true",1024,1024,4.26386725597757e-09,11,1
12,6,1,2,"true","true",1024,8,1.49194607615408e-10,11,1
6,6,1,2,"true","true",1024,64,2.35747097259899e-10,11,1
6,6,1,4,"true","false",1024,2,1.18717485534039e-10,11,1
12,6,1,2,"true","true",1024,128,4.54825859020426e-10,11,1
12,6,1,2,"true","false",1024,4,1.47764281062067e-10,11,1
12,6,1,4,"true","false",1024,4,1.44797891103858e-10,11,1
24,6,1,4,"true","true",1024,1024,3.76199891146495e-09,11,1
12,6,1,2,"true","true",1024,16,1.51141474139474e-10,11,1
6,6,1,2,"true","true",1024,256,9.07541799160771e-10,11,1
24,6,1,4,"true","false",1024,4,1.82626392669449e-10,11,1
18,6,1,2,"true","true",1024,512,1.94849260793913e-09,11,1
24,6,1,2,"true","false",1024,128,4.11134945783675e-10,11,1
24,6,1,4,"true","false",1024,8,1.75769318569462e-10,11,1
6,6,1,4,"true","false",1024,1024,3.75090570180612e-09,11,1
18,6,1,4,"true","false",1024,4,1.96012266685612e-10,11,1
24,6,1,2,"true","false",1024,32,1.9836128856442e-10,11,1
6,6,1,4,"true","false",1024,512,1.75800697358052e-09,11,1
12,6,1,4,"true","false",1024,256,9.65418981809165e-10,11,1
6,6,1,4,"true","true",1024,256,8.92110112760423e-10,11,1
24,6,1,4,"true","false",1024,32,1.96796603880065e-10,11,1
18,6,1,4,"true","true",1024,32,2.03257464365548e-10,11,1
18,6,1,2,"true","false",1024,1,2.06513104887015e-10,11,1
6,6,1,2,"true","false",1024,1,1.28669181117226e-10,11,1
24,6,1,4,"true","true",1024,4,1.8438493133474e-10,11,1
6,6,1,4,"true","false",1024,32,1.30129748438669e-10,11,1
18,6,1,4,"true","false",1024,64,3.0430158729775e-10,11,1
24,6,1,4,"true","true",1024,128,4.13634550240318e-10,11,1
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,11,1
18,6,1,4,"true","false",1024,128,4.89538583425146e-10,11,1
12,6,1,4,"true","true",1024,8,1.46321716607771e-10,11,2
12,6,1,4,"true","false",1024,8,1.47696848296835e-10,11,2
18,6,1,2,"true","true",1024,8,1.96980588874906e-10,11,2
24,6,1,2,"true","false",1024,8,1.78857911487235e-10,11,2
24,6,1,4,"true","true",1024,8,1.7607829667075e-10,11,2
6,6,1,4,"true","true",1024,8,1.20170053330998e-10,11,3
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,11,3
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,11,3
6,6,1,4,"true","false",1024,8,1.20545060937111e-10,11,3
12,6,1,2,"true","true",1024,32,1.64232777656463e-10,12,1
24,6,1,4,"true","true",1024,2,1.93357602072895e-10,12,1
18,6,1,4,"true","true",1024,128,4.88639095066725e-10,12,1
12,6,1,4,"true","false",1024,16,1.47185555740561e-10,12,1
24,6,1,2,"true","true",1024,1,1.9105824995861e-10,12,1
12,6,1,2,"true","true",1024,16,1.51141474139474e-10,12,1
24,6,1,4,"true","true",1024,8,1.7607829667075e-10,12,1
