"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","run"
9,3,2,2,"true","false",64,2,2.27711672095454e-10,24
12,3,8,4,"true","true",256,1,2.6352499439942e-10,24
16,4,1,2,"true","true",1024,128,4.071741778942e-10,24
8,2,16,2,"true","true",512,128,2.10010553109519e-09,24
16,4,2,2,"true","false",1024,1024,3.48810605818747e-09,24
8,2,4,4,"true","true",256,64,8.49338034155011e-10,24
2,2,4,4,"true","true",512,2,5.92971342022626e-10,24
24,6,8,2,"true","true",64,64,4.00357353678511e-09,24
6,6,8,4,"true","true",32,8,3.40933539034706e-09,24
8,2,1,2,"true","true",64,2,2.0877529788976e-10,24
18,6,2,4,"true","false",512,32,2.96373682238191e-10,24
12,4,16,4,"true","true",128,8,7.46724018868456e-10,24
9,3,1,2,"true","false",64,16,8.51071260921012e-10,24
15,5,1,2,"true","true",1024,1024,4.14465044282652e-09,24
12,6,1,4,"true","false",1024,32,1.63379542307194e-10,24
3,1,8,2,"true","true",1024,4,6.45964574848397e-10,25
4,1,2,2,"true","false",256,16,3.94839922759549e-10,25
18,6,4,4,"true","true",128,16,4.54069781454435e-10,25
5,5,4,2,"true","true",128,4,4.33666329093151e-10,25
12,3,1,4,"true","false",64,64,2.79818403849346e-09,25
6,3,8,2,"true","false",1024,2,4.93955483531046e-10,25
15,5,1,4,"true","true",128,8,2.51423029550345e-10,25
4,4,4,4,"true","true",256,1,4.70273567128608e-10,25
16,4,16,4,"true","true",512,4,5.62443434769989e-10,25
3,1,4,4,"true","true",1024,2,3.72034121434942e-10,25
20,5,1,2,"true","true",64,2,1.52513447862034e-10,25
3,1,16,4,"true","true",64,32,7.2137391127491e-09,25
4,4,1,2,"true","false",1024,64,2.30147526771239e-10,25
2,2,1,4,"true","true",512,1,1.64424333862681e-10,25
12,6,16,2,"true","true",64,4,1.03564221789522e-09,25
4,1,16,2,"true","true",1024,1,9.56892878835188e-10,25
16,4,1,2,"true","false",1024,1024,3.49249754217156e-09,25
5,5,1,2,"true","false",512,2,1.19264177349936e-10,25
12,6,16,2,"true","true",256,32,1.7881890213139e-09,25
20,5,2,2,"true","true",32,1,1.67343024251373e-10,25
6,2,4,4,"true","false",128,2,2.6803318606516e-10,25
3,1,4,4,"true","true",1024,8,3.65861063033899e-10,25
24,6,16,2,"true","true",256,128,3.67861254027876e-09,25
1,1,16,4,"true","true",512,32,3.13283494741356e-09,25
3,3,1,4,"true","true",1024,1024,3.63424265935105e-09,25
18,6,1,2,"true","false",512,256,1.65941813145157e-09,25
3,1,16,2,"true","true",32,4,2.12376487476579e-09,25
24,6,1,4,"true","false",64,1,1.43504016331508e-10,25
6,6,2,4,"true","true",128,32,1.35787308373842e-09,25
3,1,1,2,"true","true",64,2,3.39829545267805e-10,25
6,3,8,4,"true","false",512,4,4.14959143268492e-10,25
16,4,1,4,"true","false",1024,256,8.08534458312109e-10,25
1,1,1,2,"true","true",512,4,2.32017761878016e-10,25
12,4,8,2,"true","true",32,4,7.52488072388121e-10,25
1,1,8,2,"true","false",32,4,3.54633434433843e-09,25
18,6,8,2,"true","false",128,8,4.01154589481592e-10,25
8,2,16,2,"true","false",32,2,7.41178044690155e-10,25
8,2,8,4,"true","false",1024,1024,5.37112413124947e-09,25
3,3,2,2,"true","true",512,4,2.86291998133724e-10,25
15,5,2,2,"true","false",512,64,5.04518743773324e-10,25
24,6,16,4,"true","false",32,16,2.84296741849968e-09,25
18,6,4,2,"true","false",512,4,1.86938686552286e-10,25
5,5,1,2,"true","false",256,128,1.55360633033835e-09,25
24,6,16,4,"true","false",64,8,9.03381278651036e-10,25
3,3,16,2,"true","true",32,32,2.59023243370092e-08,25
2,1,4,2,"true","true",512,256,4.55274935442599e-09,25
12,6,4,2,"true","true",1024,64,4.5450387969859e-10,25
12,4,4,2,"true","true",512,32,3.0613336776267e-10,25
6,2,1,4,"true","false",1024,1024,3.95872713891977e-09,25
3,3,4,2,"true","false",128,8,8.07168129529816e-10,25
6,2,4,4,"true","false",64,64,4.2813783550974e-09,25
15,5,4,2,"true","false",256,8,1.93394070171841e-10,25
3,3,4,4,"true","true",1024,64,8.99566387122487e-10,25
20,5,16,4,"true","true",32,8,1.60189294642001e-09,25
24,6,2,4,"true","true",64,8,3.31671678736128e-10,25
6,2,4,2,"true","false",1024,2,3.25568500413643e-10,25
8,2,1,4,"true","true",256,1,2.1270047153059e-10,25
3,3,2,4,"true","true",128,8,4.68397080668251e-10,25
8,4,4,2,"true","true",1024,2,2.94304485418283e-10,25
2,1,8,4,"true","true",1024,1,9.0646180433759e-10,25
6,3,8,2,"true","true",512,64,1.16306941138265e-09,25
5,5,4,2,"true","true",128,1,4.32212263706564e-10,25
15,5,1,4,"true","false",512,512,3.23742348409886e-09,25
24,6,1,2,"true","true",1024,4,1.84063389791926e-10,25
16,4,1,2,"true","true",128,64,1.29797740255958e-09,25
1,1,1,4,"true","true",32,1,5.74222765561771e-10,25
9,3,8,2,"true","true",256,16,4.74829659475415e-10,25
15,5,2,2,"true","true",512,1,2.05853619378404e-10,25
10,5,4,4,"true","false",128,2,2.4475379211303e-10,25
5,5,16,2,"true","false",512,32,2.00864880502826e-09,25
2,1,2,4,"true","false",64,64,5.35166412377658e-09,25
12,4,1,4,"true","false",512,8,1.93075337095657e-10,25
2,1,4,4,"true","false",256,64,2.3619039832732e-09,25
18,6,8,4,"true","false",64,16,1.23706462261133e-09,25
12,6,4,2,"true","false",32,32,4.62965966618512e-09,25
15,5,4,4,"true","true",256,4,1.98356862304833e-10,25
2,1,2,2,"true","true",128,16,7.2929923108782e-10,25
12,6,8,4,"true","true",512,1,5.29971403442482e-10,25
9,3,2,4,"true","false",512,8,2.29679201539021e-10,25
8,4,8,4,"true","false",256,128,4.04722351640695e-09,25
20,5,8,2,"true","false",1024,1024,5.60163972428346e-09,25
4,1,2,4,"true","true",256,2,3.03275776028436e-10,25
3,1,16,2,"true","true",512,128,3.71659885459369e-09,25
8,4,16,2,"true","true",512,16,9.00398491865728e-10,25
4,2,4,4,"true","false",64,2,3.43712910809693e-10,25
6,6,8,4,"true","true",64,64,1.59261204613402e-08,25
3,3,4,2,"true","false",256,32,1.44325017943944e-09,25
16,4,2,4,"true","true",64,16,6.69677743961514e-10,25
3,1,4,4,"true","false",256,8,3.70407359128197e-10,25
4,4,16,4,"true","false",512,32,2.1459842821366e-09,25
3,3,1,4,"true","false",32,8,8.06088050777321e-10,25
12,4,8,2,"true","false",256,1,3.03459525204861e-10,25
9,3,16,2,"true","true",512,64,1.34335459696844e-09,25
20,5,8,2,"true","false",512,256,2.24466982100563e-09,25
6,6,16,2,"true","false",256,64,7.06994524260488e-09,25
12,6,16,2,"true","true",512,16,8.18680830526924e-10,25
18,6,2,2,"true","true",128,8,2.70084838884541e-10,25
10,5,16,4,"true","false",256,64,3.43321655269188e-09,25
12,6,2,4,"true","true",1024,4,1.46227066702044e-10,25
2,2,4,4,"true","true",1024,256,3.43958780343435e-09,25
1,1,8,2,"true","false",32,1,1.59938660809289e-09,25
6,3,1,2,"true","false",256,8,1.60785726713007e-10,25
18,6,8,4,"true","true",128,64,2.59952279761864e-09,25
3,3,1,4,"true","true",128,128,3.24384587792379e-09,25
4,2,4,2,"true","false",512,4,3.29816643576304e-10,25
12,3,1,2,"true","false",1024,512,1.75710310448033e-09,26
4,4,4,4,"true","true",256,32,1.33538735692589e-09,26
3,1,2,2,"true","true",32,16,3.06830009424173e-09,26
6,2,1,4,"true","false",64,64,3.78542259948118e-09,26
12,6,1,4,"true","true",32,1,1.7303361439865e-10,26
9,3,1,2,"true","false",1024,1,2.56223400762098e-10,26
4,2,1,2,"true","false",128,64,1.85562502990897e-09,26
12,6,8,4,"true","true",512,4,4.96398877891755e-10,26
15,5,2,2,"true","true",1024,8,2.37231022053736e-10,26
18,6,1,4,"true","false",128,32,7.2094194591978e-10,26
3,3,4,2,"true","false",64,32,5.50618931203716e-09,26
15,5,16,4,"true","true",32,1,5.72908730945395e-10,26
10,5,1,4,"true","false",512,4,1.4121794253326e-10,26
16,4,1,4,"true","true",128,4,1.58702781398645e-10,26
20,5,8,4,"true","false",32,8,9.57150795029704e-10,26
6,6,1,2,"true","true",1024,64,2.35747097259899e-10,26
6,2,8,2,"true","true",256,64,1.63987917298065e-09,26
8,4,1,4,"true","false",128,32,7.53908239650463e-10,26
12,3,1,2,"true","false",1024,8,2.12125429188637e-10,26
10,5,16,2,"true","false",512,512,1.79470121871395e-08,26
3,1,8,2,"true","false",512,8,5.46936998715213e-10,26
2,1,1,2,"true","true",128,16,7.31911580985297e-10,26
1,1,16,2,"true","true",512,128,1.06344657206872e-08,26
3,1,1,4,"true","false",512,64,7.90654052743134e-10,26
16,4,4,2,"true","true",512,128,7.27681863696544e-10,26
12,3,2,4,"true","false",1024,1,2.35483542754908e-10,26
12,6,1,2,"true","false",256,32,3.81877476589342e-10,26
4,4,1,4,"true","false",256,8,1.32007686833327e-10,26
16,4,4,2,"true","true",64,16,6.6799432408511e-10,26
6,3,2,4,"true","false",128,16,4.3875857741658e-10,26
6,3,1,2,"true","true",64,4,2.51628514200722e-10,26
2,2,8,4,"true","true",512,1,8.74620503522564e-10,26
12,4,1,2,"true","true",256,1,1.82681911884523e-10,26
12,6,8,4,"true","false",512,512,1.11471465979716e-08,26
10,5,1,2,"true","true",1024,8,1.49728826550767e-10,26
16,4,2,2,"true","false",128,64,1.29768275353705e-09,26
1,1,1,4,"true","false",512,16,2.3247846237884e-10,26
6,2,8,4,"true","true",32,16,3.12443966535637e-09,26
8,4,16,4,"true","true",512,1,1.0100653750602e-09,26
12,6,1,4,"true","false",1024,8,1.47696848296835e-10,26
16,4,16,2,"true","true",512,16,5.74575357002974e-10,26
5,5,2,4,"true","false",1024,128,8.77221733695248e-10,26
2,2,1,4,"true","false",512,1,1.64784744241419e-10,26
9,3,1,2,"true","false",1024,256,9.80277459716053e-10,26
10,5,1,4,"true","true",256,64,7.44320879985392e-10,26
1,1,2,2,"true","true",256,1,4.83934872917384e-10,26
4,2,16,4,"true","true",512,1,8.64348540142006e-10,26
24,6,16,2,"true","false",128,64,3.3409372430052e-09,26
2,1,8,4,"true","true",512,2,7.01323191436202e-10,26
4,2,8,4,"true","false",256,1,4.94258239402494e-10,26
24,6,8,4,"true","false",128,4,2.13995683085471e-10,26
16,4,16,4,"true","false",32,1,4.57093964625121e-10,26
2,1,4,2,"true","false",256,256,8.96078402851686e-09,26
6,3,16,2,"true","true",256,4,6.79263419256671e-10,26
2,1,2,2,"true","false",1024,2,2.69297809907552e-10,26
6,6,8,2,"true","true",1024,1,8.22913245274557e-10,26
6,2,8,4,"true","true",512,1,3.98502177371932e-10,26
5,5,1,2,"true","false",512,64,4.02657873274463e-10,26
9,3,8,4,"true","false",64,2,3.3313378011606e-10,26
12,6,2,2,"true","true",256,256,3.12261689962047e-09,26
24,6,2,4,"true","false",1024,2,1.93479288179461e-10,26
24,6,1,4,"true","true",1024,512,1.73730731199811e-09,26
4,2,1,4,"true","false",128,2,1.92122808570942e-10,26
12,6,1,2,"true","true",256,32,3.80525866292864e-10,26
6,2,8,4,"true","true",256,32,9.10527252861555e-10,26
1,1,4,4,"true","false",32,16,9.11740168861194e-09,26
10,5,16,2,"true","true",256,256,1.59872741582345e-08,26
6,6,2,2,"true","true",64,16,1.35857325004913e-09,26
20,5,8,4,"true","false",32,1,2.53231073691451e-10,26
9,3,1,2,"true","true",256,2,1.9907075687885e-10,26
4,2,1,2,"true","false",32,8,9.66646993511095e-10,26
2,1,4,4,"true","false",32,2,7.89905894331094e-10,26
1,1,8,4,"true","false",256,8,1.26284862539952e-09,26
1,1,16,4,"true","false",64,1,2.25674246040688e-09,26
2,2,8,4,"true","false",1024,8,1.11109817996416e-09,26
12,6,1,2,"true","false",128,4,1.39407227049873e-10,26
12,6,2,2,"true","true",128,1,1.38258953067267e-10,26
5,5,4,4,"true","true",256,8,4.38632232122118e-10,26
4,1,16,4,"true","true",64,8,1.62060478616705e-09,26
8,4,4,4,"true","true",64,32,2.55367975772136e-09,26
9,3,16,2,"true","false",128,32,2.33358469288053e-09,26
12,6,8,4,"true","false",64,1,3.96379561120206e-10,26
3,1,2,4,"true","false",128,2,3.7646872882752e-10,26
6,3,4,4,"true","true",512,4,2.82584367515958e-10,26
3,3,16,2,"true","false",128,16,3.50296085269875e-09,26
12,4,1,2,"true","false",32,16,1.46535099609401e-09,26
9,3,4,2,"true","true",256,1,2.23320039632469e-10,26
6,2,2,2,"true","false",64,16,1.13360941877178e-09,26
2,1,8,4,"true","false",1024,1,9.13659853753425e-10,26
4,1,1,2,"true","false",256,4,3.0850467814848e-10,26
6,2,4,4,"true","true",1024,512,2.39405501157572e-09,26
5,5,2,4,"true","true",1024,8,3.11376706443465e-10,26
6,6,16,4,"true","false",256,16,1.94890108184582e-09,26
18,6,2,4,"true","false",128,1,1.85192189919332e-10,26
16,4,4,4,"true","true",64,4,2.21898005016334e-10,26
6,2,8,2,"true","true",1024,256,1.79122521314628e-09,26
3,3,8,4,"true","false",256,256,1.70956937805503e-08,26
9,3,2,4,"true","false",64,1,2.31901701706958e-10,26
8,2,4,2,"true","true",32,2,2.93208964108811e-10,26
12,4,8,4,"true","true",64,2,2.98092429914491e-10,26
9,3,4,2,"true","true",1024,16,2.78208653105356e-10,26
18,6,4,2,"true","false",32,8,8.15010370494328e-10,26
6,6,1,4,"true","true",64,64,3.03859188860513e-09,26
12,4,2,2,"true","true",1024,4,2.53246296139269e-10,26
6,3,2,2,"true","true",256,8,1.6704170651742e-10,26
10,5,16,4,"true","false",256,16,1.07447951350329e-09,27
5,5,1,4,"true","true",512,8,1.22633247365792e-10,27
5,5,2,2,"true","false",1024,64,4.75222730884867e-10,27
4,4,2,2,"true","true",128,2,2.69359719528226e-10,27
6,2,1,2,"true","false",32,32,3.655980265521e-09,27
10,5,4,4,"true","true",256,128,2.65116751643185e-09,27
20,5,2,2,"true","false",1024,1,2.0037543244716e-10,27
1,1,16,2,"true","false",512,256,2.10206198238738e-08,27
1,1,2,4,"true","true",1024,256,2.73806271042159e-09,27
4,4,2,2,"true","true",512,4,2.62627996385667e-10,27
15,5,4,2,"true","false",64,16,8.55671155223231e-10,27
2,1,8,2,"true","true",512,256,6.56914819118936e-09,27
15,5,16,2,"true","false",256,16,7.76544592533443e-10,27
12,6,2,4,"true","false",64,4,2.13047663335008e-10,27
18,6,1,4,"true","true",512,32,2.58800430564673e-10,27
12,3,8,4,"true","false",32,4,6.06264396291817e-10,27
16,4,4,2,"true","false",128,32,6.65463587263743e-10,27
2,1,8,4,"true","true",256,8,7.09417994661265e-10,27
20,5,4,2,"true","true",128,16,3.43497979812805e-10,27
5,5,8,4,"true","true",512,64,2.05421546144047e-09,27
18,6,1,4,"true","true",256,256,3.13746715183069e-09,27
2,2,2,4,"true","false",512,32,5.44936885713642e-10,27
3,3,16,2,"true","true",512,4,1.26698699710937e-09,27
8,2,16,4,"true","true",256,8,5.03524581178309e-10,27
15,5,8,2,"true","true",128,64,2.61733352706204e-09,27
16,4,8,4,"true","false",64,8,5.58525019947528e-10,27
20,5,8,2,"true","true",128,16,5.23585312876745e-10,27
2,1,2,2,"true","true",256,128,2.68785877551339e-09,27
6,3,16,2,"true","true",512,256,7.58537992631898e-09,27
18,6,4,4,"true","false",512,4,1.9450493456345e-10,27
8,4,4,2,"true","true",512,4,2.55690730973449e-10,27
15,5,8,4,"true","false",512,16,3.10066221170657e-10,27
4,1,2,4,"true","false",1024,16,3.15564291016854e-10,27
6,6,4,2,"true","false",256,64,2.53907682639168e-09,27
4,2,16,4,"true","false",256,32,2.11095593273533e-09,27
18,6,4,2,"true","false",1024,8,2.23882280512163e-10,27
2,1,2,4,"true","true",128,128,5.30373365720354e-09,27
24,6,4,2,"true","false",1024,32,1.97355453596025e-10,27
12,6,1,4,"true","true",1024,1024,4.27170119094575e-09,27
12,6,16,4,"true","false",256,2,8.05768156335621e-10,27
6,3,8,2,"true","true",64,64,8.35254417008301e-09,27
6,3,8,4,"true","false",512,2,4.21857765838059e-10,27
10,5,4,4,"true","false",64,16,1.24682026670387e-09,27
8,4,8,4,"true","false",64,4,5.99599820670686e-10,27
12,4,8,2,"true","true",1024,512,3.34561761914855e-09,27
2,1,1,4,"true","true",1024,64,4.16073635598575e-10,27
16,4,8,4,"true","true",64,32,1.95854997639167e-09,27
5,5,4,4,"true","true",64,32,4.82486975389334e-09,27
3,3,4,4,"true","false",64,16,2.75835989729147e-09,27
5,5,16,2,"true","false",32,1,1.42234718728475e-09,27
5,5,8,2,"true","true",256,128,8.06161308806245e-09,27
20,5,4,4,"true","false",64,1,1.49225241427877e-10,27
16,4,1,4,"true","true",512,128,7.25323215191672e-10,27
18,6,8,4,"true","false",128,8,4.04106478171802e-10,27
3,3,8,2,"true","false",256,128,8.44423041221348e-09,27
6,2,2,4,"true","false",1024,4,3.1394203661957e-10,27
2,2,16,2,"true","false",1024,1024,3.51274036454166e-08,27
8,4,1,4,"true","true",64,1,1.53339891477103e-10,27
18,6,2,4,"true","true",32,32,3.1035791031965e-09,27
12,3,16,4,"true","true",256,256,7.17334178694596e-09,27
6,3,8,2,"true","false",128,32,2.06626639965455e-09,27
12,3,16,4,"true","true",128,1,4.28883052991972e-10,27
8,2,8,4,"true","true",256,4,3.01337477321829e-10,27
4,1,8,4,"true","true",128,2,4.4586319092427e-10,27
3,3,4,4,"true","false",1024,2,6.15347476352153e-10,27
1,1,2,4,"true","false",512,32,7.87964198596254e-10,27
1,1,8,4,"true","false",512,256,1.30300259077399e-08,27
4,4,8,4,"true","false",512,4,7.22601258866022e-10,27
12,6,8,2,"true","false",128,4,3.48041731627919e-10,27
18,6,8,4,"true","true",512,8,3.82205366541548e-10,27
4,1,16,4,"true","false",128,2,7.1903145409924e-10,27
4,2,8,2,"true","true",512,64,1.29110689878939e-09,27
4,1,8,4,"true","true",256,8,4.49105149965904e-10,27
16,4,16,2,"true","true",256,8,5.16514413398383e-10,27
6,2,16,4,"true","true",64,32,5.15502690257433e-09,27
8,2,1,4,"true","false",1024,2,2.70615566167641e-10,27
6,6,2,2,"true","false",1024,256,1.88999169647622e-09,27
2,2,4,2,"true","true",256,1,5.8750171966594e-10,27
3,1,4,2,"true","false",128,8,5.33683830272476e-10,27
4,2,1,4,"true","true",512,512,3.77543720874734e-09,27
6,3,16,4,"true","true",256,256,1.43242076494622e-08,27
12,3,8,2,"true","false",1024,32,3.38239326173883e-10,27
6,6,16,2,"true","false",64,16,5.84143076268421e-09,27
4,1,16,4,"true","true",128,1,7.19089764477796e-10,27
12,3,2,2,"true","false",512,128,7.67557408021158e-10,27
4,2,2,4,"true","true",1024,1,2.01448864664668e-10,27
4,4,16,4,"true","false",128,2,1.28338466659571e-09,27
2,2,16,2,"true","false",1024,32,1.40445261983666e-09,27
4,4,1,4,"true","true",256,32,3.86958295705818e-10,27
8,2,2,4,"true","true",32,8,8.45848136941182e-10,27
8,4,16,4,"true","true",128,128,1.35642698668093e-08,27
12,3,1,2,"true","true",256,2,1.74188710173769e-10,27
12,6,16,4,"true","true",256,2,8.14618653182946e-10,27
12,4,16,4,"true","false",128,8,7.42072353646201e-10,27
3,3,16,4,"true","false",32,8,6.69578964295489e-09,27
1,1,1,2,"true","false",64,16,1.36113101585458e-09,27
4,4,8,4,"true","true",32,8,3.7551346808086e-09,27
6,6,1,4,"true","true",32,1,1.9380255398007e-10,27
4,4,4,4,"true","true",1024,1024,1.36746527835845e-08,27
6,6,8,2,"true","false",256,256,1.68838189759421e-08,27
4,2,4,4,"true","false",128,64,3.17719193677426e-09,27
2,2,8,4,"true","true",1024,8,1.13371179646493e-09,27
3,1,16,4,"true","true",512,32,1.26008294032123e-09,27
9,3,4,4,"true","true",64,32,1.88035874969407e-09,27
5,5,4,4,"true","false",512,4,4.16854818506623e-10,27
15,5,1,2,"true","true",64,8,4.15322871797712e-10,28
12,3,8,2,"true","false",512,256,2.28298094411431e-09,28
10,5,16,2,"true","false",128,8,1.03677395597934e-09,28
12,6,4,4,"true","false",1024,1,2.85174287470605e-10,28
3,3,2,4,"true","true",1024,512,3.70175305662079e-09,28
8,4,2,4,"true","false",256,64,7.62690452792427e-10,28
6,6,8,2,"true","true",128,8,1.00081068871059e-09,28
18,6,4,2,"true","true",64,1,1.89619139416579e-10,28
8,4,2,2,"true","true",64,16,7.59240521040894e-10,28
1,1,4,4,"true","true",64,2,8.9704725722903e-10,28
2,2,4,2,"true","false",128,128,1.24482485971095e-08,28
4,1,8,4,"true","true",1024,64,6.6625997276189e-10,28
16,4,2,2,"true","false",512,4,1.640643262543e-10,28
3,1,4,4,"true","false",512,16,3.73200638003963e-10,28
12,6,1,2,"true","false",1024,1,1.72027984763759e-10,28
6,3,4,2,"true","false",64,16,1.40769048624742e-09,28
15,5,8,2,"true","true",512,64,7.61358265022969e-10,28
12,4,4,2,"true","true",1024,1,2.65061927230497e-10,28
4,2,1,4,"true","true",512,16,1.87356015896685e-10,28
20,5,4,2,"true","true",1024,2,2.00213357696414e-10,28
6,2,1,4,"true","false",512,128,9.9978950689115e-10,28
3,1,4,4,"true","false",32,2,5.79775887767358e-10,28
6,2,16,4,"true","true",256,4,6.14397579911602e-10,28
3,1,2,4,"true","false",1024,2,3.74949548465663e-10,28
20,5,8,2,"true","false",32,2,3.40957800067958e-10,28
12,4,8,2,"true","false",64,32,2.57008704380162e-09,28
24,6,16,2,"true","true",256,256,8.55425387197723e-09,28
8,2,4,2,"true","false",1024,4,2.56557865348343e-10,28
16,4,8,2,"true","true",1024,1024,5.55453373059952e-09,28
16,4,16,2,"true","true",128,16,9.33780875366435e-10,28
4,2,16,2,"true","false",512,1,8.78598625607384e-10,28
12,3,4,2,"true","false",128,1,1.75846192684521e-10,28
6,3,4,2,"true","true",32,32,5.29003705746572e-09,28
8,2,2,4,"true","true",512,2,2.14209901678074e-10,28
6,6,16,2,"true","false",128,8,1.87408703197934e-09,28
6,2,2,4,"true","false",1024,4,3.1394203661957e-10,28
9,3,8,2,"true","false",32,4,8.03898963984909e-10,28
4,2,1,4,"true","true",128,8,2.92339889437078e-10,28
16,4,8,2,"true","true",256,32,5.60689228880966e-10,28
5,5,2,2,"true","false",64,32,2.79915140594482e-09,28
8,4,8,4,"true","true",64,2,3.78217020440221e-10,28
20,5,2,2,"true","false",128,16,3.43754374372085e-10,28
10,5,16,4,"true","false",128,8,1.03741611798329e-09,28
4,4,16,4,"true","false",128,8,1.89233061496563e-09,28
12,4,2,2,"true","true",1024,1024,4.62737838936105e-09,28
6,3,16,2,"true","false",512,16,8.79704495657406e-10,28
3,3,16,2,"true","true",256,1,1.1816771908355e-09,28
9,3,4,4,"true","true",32,32,3.53947407114973e-09,28
2,2,8,4,"true","true",256,128,9.2554102319992e-09,28
2,1,8,2,"true","false",32,2,1.1595791533398e-09,28
3,3,16,4,"true","true",128,16,3.52262877000537e-09,28
15,5,1,2,"true","true",128,64,1.46587941164116e-09,28
3,1,2,2,"true","true",128,4,3.6801474996184e-10,28
4,4,4,2,"true","false",256,1,4.69511486927139e-10,28
20,5,4,2,"true","false",512,4,1.54692878798475e-10,28
4,2,8,2,"true","true",256,8,4.88889391820473e-10,28
6,2,8,2,"true","true",512,512,6.38836648735851e-09,28
4,4,8,2,"true","true",1024,256,4.72050202066905e-09,28
2,2,8,2,"true","true",32,1,1.06658292443391e-09,28
3,3,2,2,"true","true",1024,512,3.75735734419388e-09,28
4,1,8,2,"true","false",1024,128,1.02923997271234e-09,28
12,3,1,4,"true","true",256,256,2.84266848124716e-09,28
5,5,8,2,"true","false",64,4,1.05964856118655e-09,28
10,5,16,4,"true","false",256,256,1.5975163256952e-08,28
1,1,8,2,"true","true",128,4,1.29113095520123e-09,28
3,3,8,4,"true","true",256,256,1.7133477028385e-08,28
12,4,8,2,"true","false",1024,1024,7.30740241403586e-09,28
6,6,2,2,"true","false",1024,32,2.84831643616926e-10,28
10,5,1,2,"true","false",1024,64,2.55907105924504e-10,28
6,2,4,2,"true","false",1024,512,2.39824157892757e-09,28
6,3,4,4,"true","false",32,16,2.70185469124438e-09,28
8,4,4,2,"true","false",32,32,4.84406100875321e-09,28
20,5,4,2,"true","true",128,32,6.32453805315369e-10,28
15,5,16,4,"true","true",256,1,6.26932790687896e-10,28
8,2,2,2,"true","true",512,64,4.59056708615814e-10,28
8,2,8,2,"true","true",512,256,2.46562408561192e-09,28
8,4,8,4,"true","true",64,16,1.92398248157527e-09,28
1,1,16,4,"true","true",256,8,1.99412616570578e-09,28
24,6,16,2,"true","false",64,8,8.93530239894566e-10,28
24,6,1,4,"true","true",32,1,1.6349080105863e-10,28
6,2,8,4,"true","true",256,4,3.86557251533396e-10,28
3,3,4,2,"true","true",128,64,5.37388753064726e-09,28
6,3,16,2,"true","true",256,256,1.43034478615665e-08,28
12,4,2,2,"true","false",128,1,2.03274476653906e-10,28
15,5,8,2,"true","true",256,8,2.8649891654327e-10,28
6,6,4,4,"true","false",1024,1,5.29327095183125e-10,28
15,5,2,2,"true","false",1024,2,2.36118577316812e-10,28
24,6,8,4,"true","true",512,4,2.97278376886423e-10,28
9,3,16,2,"true","true",1024,256,2.79407739400817e-09,28
9,3,2,2,"true","false",1024,64,3.82122942411093e-10,28
3,3,1,4,"true","false",256,64,8.15020275375214e-10,28
3,3,1,4,"true","false",1024,1,1.48857960649586e-10,28
12,4,2,2,"true","true",1024,64,3.42288894493774e-10,28
3,3,4,2,"true","true",32,32,1.05962689022041e-08,28
15,5,8,2,"true","false",256,32,7.12274877230779e-10,28
8,4,8,2,"true","true",512,64,1.09558345897083e-09,28
6,6,2,4,"true","true",1024,8,2.93984180865235e-10,28
8,2,4,4,"true","true",32,8,8.46227503405926e-10,28
8,2,2,4,"true","true",64,8,4.62119169560787e-10,28
6,2,1,4,"true","true",256,4,2.31606525151982e-10,28
18,6,4,4,"true","false",256,256,3.64401724535585e-09,28
3,1,16,4,"true","true",512,16,8.90910168712961e-10,28
6,3,2,4,"true","true",64,64,3.25239744194408e-09,28
4,4,8,4,"true","true",512,8,7.06344587692383e-10,28
4,1,1,4,"true","false",1024,1024,4.59655976400979e-09,28
2,2,1,4,"true","false",512,256,1.95638634706454e-09,29
6,3,16,2,"true","false",512,4,9.50939839506425e-10,29
16,4,4,4,"true","true",128,32,6.63178546862276e-10,29
8,2,2,4,"true","true",128,8,2.76715793391499e-10,29
20,5,1,4,"true","true",256,1,1.53741632519735e-10,29
2,2,8,4,"true","false",1024,512,1.07488926109248e-08,29
16,4,4,4,"true","false",1024,1024,3.50213787175668e-09,29
2,2,16,4,"true","false",64,16,7.7713172453095e-09,29
12,4,2,2,"true","true",512,64,5.16595118249821e-10,29
20,5,16,4,"true","false",32,1,4.43385275604796e-10,29
8,2,16,2,"true","false",1024,2,6.87689202701281e-10,29
24,6,2,4,"true","false",1024,512,1.71874985973545e-09,29
2,2,16,4,"true","false",32,32,3.00451860687448e-08,29
3,1,16,2,"true","false",512,256,7.13925976491473e-09,29
15,5,2,2,"true","false",256,32,4.77919198486465e-10,29
4,2,1,2,"true","false",1024,8,1.7577965939462e-10,29
4,1,8,2,"true","true",64,4,6.00705075963888e-10,29
1,1,2,4,"true","true",128,64,5.34410003940306e-09,29
6,6,16,2,"true","false",64,32,1.23936566155723e-08,29
10,5,4,2,"true","true",256,8,2.44378847984154e-10,29
4,2,1,4,"true","false",256,64,9.71562034656472e-10,29
1,1,2,2,"true","false",256,2,4.88465317589558e-10,29
10,5,2,4,"true","true",32,16,1.35717911549688e-09,29
4,1,2,2,"true","false",64,2,3.08229946024812e-10,29
9,3,1,4,"true","true",512,4,1.99842269991394e-10,29
16,4,4,4,"true","true",1024,8,1.9467700774512e-10,29
